"Data Source","World Development Indicators",

"Last Updated Date","2021-07-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Lower middle income","LMC","CO2 emissions (kt)","EN.ATM.CO2E.KT","447336.615387874","475580.383132816","508478.430231251","550722.691275773","574666.364657228","634433.470871579","673374.084960194","679451.693377621","751201.896657193","783364.552920904","880748.731547027","944735.308508727","976078.700859598","1085071.32671292","1134795.79956193","1160138.78106888","1245687.66524715","1330524.33448846","1400968.32687863","1456159.04936883","1464118.0512894","1476160.41884856","1549761.89745926","1642011.53716947","1718544.96727068","1835069.26608239","1901851.28667167","1998124.94077572","2141250.46748302","2199824.2109238","2213573.21729434","2288300.5137242","2273781.89579354","2254905.6015511","2238714.4701839","2340520.21636092","2369065.10080717","2462655.05012707","2495848.87328271","2631700.08009445","2692296.59154791","2775456.48656506","2867914.25900099","2994700.52081348","3137917.40051395","3260696.19454889","3439900.13489183","3678144.09426765","3796644.91645004","3945382.0830141","4149853.10769455","4380573.046318","4570086.19751872","4652369.52966142","4913355.86867488","4967186.17959693","5095344.99912323","5308121.50077267","5608350.96799786","","",
"Low & middle income","LMY","CO2 emissions (kt)","EN.ATM.CO2E.KT","3543113.06649761","3373563.20927622","3396345.16345179","3585165.87570886","3794494.13399598","4069860.99065153","4345806.89283744","4418104.23667221","4673322.94089567","5018012.95297994","5534955.85022651","6008513.82446363","6281046.45242124","6638609.41136321","6876573.83130316","7332288.83360525","7708122.32933359","8093365.26117399","8547909.01898101","8772296.65348187","8944070.40605821","8893399.82492512","9254252.7964937","9513435.60453344","9825995.57742707","10501702.7573609","10780586.1610087","11119251.2874235","11633024.0458763","11748117.4609216","8990535.94970945","9124757.29155323","9044809.3074902","9067133.49002051","8978828.27810047","9394544.81846307","9470210.6771515","9593920.09958956","9706762.88315575","9726422.98647877","10119645.0836098","10443490.9526622","10866408.5191528","11732310.8321217","12740999.5441468","13668094.5974001","14624393.2788482","15529161.4414979","16041642.7650631","16450672.5165904","17682588.3763145","18883932.3989046","19446572.3638731","19948742.9084961","20175506.6731331","20092679.3732224","20201900.8658996","20687299.6833284","21334207.7303944","","",
"Lesotho","LSO","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1390","1450","1500","1540","1580","1610","1640","1670","1710","1720","1750","1770","1800","1820","1870","1900","1920","1960","2010","2100","2160","2210","2280","2290","2310","2230","2270","2440","2570","","",
"Late-demographic dividend","LTE","CO2 emissions (kt)","EN.ATM.CO2E.KT","2945884.82249761","2771099.31163496","2775328.5185699","2932012.69811429","3094317.73093263","3293728.17831631","3497323.02945403","3524684.47112199","3688450.14839465","3989267.25990712","4421632.58204515","4791565.6232693","5032295.02250829","5273044.77390562","5432414.38497753","5826432.17037742","6092158.09048563","6375696.21957019","6728566.01124479","6839953.37382193","6992464.30753436","6816393.71533129","7037906.6066687","7212540.3364932","7452964.45335714","8001650.50125315","8173797.19732889","8384091.97899107","8710105.06252448","8694902.00024691","6299585.59887804","6399659.92410858","6296775.25798833","6308651.21465132","6203621.01946472","6517442.41881625","6524856.0779375","6492240.00696654","6553372.47599766","6494415.75475213","6750025.82793282","6992823.16415394","7319437.1546522","8023392.2923534","8860360.15926137","9638159.77388909","10397376.5566956","11030436.5421575","11394485.5616523","11682751.8797806","12689095.7999736","13652799.9915837","13992356.8476601","14433608.5500354","14360887.3690962","14305417.4529332","14285376.5790834","14543128.4008475","14912796.9216529","","",
"Lithuania","LTU","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32220","34290","19980","15740","14810","13740","14230","13920","14710","12250","10510","11150","11220","11230","11910","12830","13020","13210","13060","11690","12600","11840","11930","11330","10860","11070","11200","11220","11590","","",
"Luxembourg","LUX","CO2 emissions (kt)","EN.ATM.CO2E.KT","11518.047","11591.387","11551.05","11448.374","12306.452","12203.776","11620.723","11360.366","12269.782","13193.866","13747.583","13201.2","13494.56","14169.288","14411.31","11844.41","11840.743","10927.66","11848.077","12123.102","11026.669","9427.857","8859.472","8291.087","8929.145","9167.5","9009.819","8668.788","8929.145","9658.878","11320","11780","11460","11670","10840","8680","8760","8270","7590","7950","8580","9140","9840","10260","11680","11940","11740","11140","11040","10460","11060","10930","10690","10150","9650","9130","8860","9000","9320","","",
"Latvia","LVA","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18780","17200","13970","11760","10220","9000","9010","8530","8130","7550","6930","7360","7350","7590","7620","7720","8200","8530","8110","7360","8520","7900","7570","7450","7280","7320","7150","7120","7630","","",
"Macao SAR, China","MAC","CO2 emissions (kt)","EN.ATM.CO2E.KT","51.338","69.673","95.342","106.343","128.345","132.012","150.347","165.015","168.682","168.682","205.352","227.354","231.021","223.687","267.691","297.027","253.023","308.028","414.371","414.371","528.048","535.382","484.044","682.062","605.055","733.4","876.413","971.755","964.421","1030.427","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","CO2 emissions (kt)","EN.ATM.CO2E.KT","3641.331","3777.01","3080.28","3960.36","4422.402","4261.054","5467.497","5416.159","5628.845","5826.863","7293.663","8203.079","8049.065","9640.543","11136.679","11111.01","11547.383","12702.488","13076.522","15958.784","15944.116","15856.108","17058.884","17795.951","17814.286","17865.624","18881.383","20117.162","21176.925","22918.75","21730","23450","25260","25980","28130","29200","28890","30330","31050","32600","33290","36920","38270","38210","42170","44490","46190","47730","50180","50540","53660","57790","60150","59720","61160","63150","63080","65930","66680","","",
"Monaco","MCO","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30530","24600","20320","17410","14140","12140","10400","9580","8650","7350","6710","7020","7180","7770","7780","8180","7980","8140","8150","7640","8300","8350","8140","7180","7710","8020","8140","8160","8590","","",
"Madagascar","MDG","CO2 emissions (kt)","EN.ATM.CO2E.KT","399.703","355.699","396.036","462.042","484.044","557.384","579.386","843.41","913.083","850.744","971.755","1026.76","1287.117","1074.431","1188.108","1694.154","993.757","847.077","1019.426","1133.103","1617.147","1026.76","1015.759","652.726","869.079","1056.096","1140.437","1287.117","1290.784","931.418","890","950","960","1000","1210","1370","1310","1420","1630","1670","1650","1670","1120","1550","1650","1710","1640","1720","1780","1690","1870","2190","2740","2930","3050","3320","3220","3500","3370","","",
"Maldives","MDV","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","3.667","3.667","3.667","3.667","7.334","11.001","14.668","22.002","29.336","44.004","47.671","47.671","51.338","58.672","66.006","80.674","80.674","95.342","124.678","160","160","230","200","200","260","280","340","310","430","460","480","610","530","740","710","870","870","870","910","960","1010","1140","1130","1360","1350","1750","1820","1910","","",
"Middle East & North Africa","MEA","CO2 emissions (kt)","EN.ATM.CO2E.KT","98968.8711075697","105216.515658862","114919.129723501","133496.489758526","155160.877931676","184939.934341677","211470.299522369","225756.446796897","261319.130174593","303335.046186728","322672.669177952","363150.699647785","390457.365903658","460935.201904397","467866.724300795","461832.914996075","545327.590826142","574150.067712225","605319.843583924","636916.401089371","646136.356039144","626850.241176131","632516.135279344","675448.160143231","723163.082626714","764752.217005099","816348.644864484","827658.358158818","883735.993172562","913084.5887968","847589.536627642","914400.208207602","955837.07164434","1007337.17334428","1078221.29929599","1115775.33799907","1153349.44297984","1189197.84807898","1196532.0725759","1240768.18175086","1286168.13503203","1350731.38351033","1409355.01379141","1459139.44874858","1544912.75274874","1669805.26511206","1769544.69838678","1860354.63808797","1972254.23564486","2056000.84559799","2139556.82591304","2181023.78876632","2307912.89576013","2351557.04974313","2443881.99341017","2477603.37307382","2495121.2335001","2529043.27594068","2531611.75948543","","",
"Mexico","MEX","CO2 emissions (kt)","EN.ATM.CO2E.KT","63116.404","65305.603","63809.467","66361.699","74278.752","75246.84","80930.69","90101.857","93988.877","102287.298","114073.036","126339.151","132459.374","144292.783","155007.757","164472.284","184138.405","192847.53","222649.239","240874.229","268453.736","284529.864","304837.71","278442.644","277624.903","288501.225","294559.109","307356.939","307067.246","361877.895","267700","286100","289760","300830","325980","306520","326080","349230","373120","360470","384480","382760","388740","407000","414190","432390","449710","462410","477410","461760","468940","480960","480710","469860","458320","472590","479250","471810","472140","","",
"Marshall Islands","MHL","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","80","90","90","90","90","90","100","100","100","110","120","110","130","140","140","140","130","140","140","140","140","140","150","150","180","180","190","","",
"Middle income","MIC","CO2 emissions (kt)","EN.ATM.CO2E.KT","3511602.56974776","3337585.08150048","3355417.95600213","3541338.75938831","3746288.08106747","4011122.26862249","4281384.05375834","4347329.58446262","4589612.61029292","4924750.25361712","5431889.47672499","5861571.73602507","6158389.98894578","6506872.28936727","6737519.62654719","7187356.1063791","7560229.43864047","7939938.95073352","8401651.80737539","8612622.56770558","8781577.01348759","8724677.81161749","9087519.17102864","9330866.04382632","9627432.11441214","10296497.3541649","10559098.2196115","10869653.5880112","11351676.897804","11455592.9939318","8801316.64689319","8939452.28751224","8874807.54995807","8907279.37321772","8823557.32335837","9240756.18946166","9321625.44350443","9449751.01000367","9564533.49992921","9577045.76228265","9962813.82535409","10279314.0040369","10702458.6972105","11560806.2667365","12562462.0057852","13471258.2149979","14418249.9527771","15327681.0810587","15824545.9942268","16247340.5447804","17478083.5216956","18693794.2482869","19265560.2010181","19785934.2726487","20006403.9413466","19938728.7904212","20039600.9948248","20528219.1874424","21177938.6673191","","",
"North Macedonia","MKD","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8590","8380","8590","8890","8590","8570","10110","9040","9880","9140","8820","8990","8430","9210","8920","9360","9370","9810","9580","8960","8730","9640","9130","8240","7780","7480","7390","7860","7370","","",
"Mali","MLI","CO2 emissions (kt)","EN.ATM.CO2E.KT","121.011","117.344","139.346","176.016","176.016","198.018","190.684","223.687","198.018","161.348","201.685","227.354","245.689","267.691","304.361","341.031","341.031","414.371","396.036","429.039","392.369","396.036","366.7","418.038","436.373","407.037","381.368","359.366","385.035","418.038","420","430","450","460","470","470","490","530","770","800","1410","1610","1400","1400","1480","1650","1890","2070","2090","2510","2780","3120","3110","3050","3120","3410","4420","5050","5620","","",
"Malta","MLT","CO2 emissions (kt)","EN.ATM.CO2E.KT","341.031","293.36","330.03","410.704","498.712","473.043","414.371","520.714","638.058","652.726","663.727","660.06","839.743","806.74","744.401","667.394","762.736","803.073","935.085","905.749","1023.093","1144.104","1312.786","997.424","1364.124","1199.109","1485.135","1855.502","2013.183","2170.864","2320","2210","2170","2810","2510","2380","2320","2470","2370","2410","2130","2490","2320","2610","2600","2620","2650","2710","2720","2510","2580","2570","2710","2370","2350","1650","1350","1520","1550","","",
"Myanmar","MMR","CO2 emissions (kt)","EN.ATM.CO2E.KT","2717.247","2592.569","2882.262","2636.573","2860.26","2728.248","2808.922","3619.329","2929.933","3215.959","4616.753","5104.464","4899.112","4110.707","4675.425","4587.417","4899.112","5174.137","5155.802","5100.797","5526.169","5639.846","5599.509","5775.525","6571.264","6710.61","6791.284","4976.119","4118.041","4462.739","4190","4120","4290","4810","5650","6940","7310","7250","7910","9040","9600","8510","8430","10870","10510","11080","10210","10520","8030","7630","8280","8580","11790","13590","17040","19010","21890","31400","32520","","",
"Middle East & North Africa (excluding high income)","MNA","CO2 emissions (kt)","EN.ATM.CO2E.KT","81126.4819472569","82555.1940525397","84478.6023389797","93726.4675165852","105421.971262156","124537.917725086","149213.658582218","152274.12973281","186120.208754082","196844.778950068","209795.481961261","224126.90416464","234980.686049734","271001.213210571","280337.680689279","286713.354606135","340472.800800262","353844.364741695","376692.683138581","392895.828952756","366270.837471363","339734.448291073","363409.721498252","405972.051890512","438529.705783247","456216.940140895","467055.954975805","496752.492895429","533817.78885677","549585.306690523","525988.071927235","553442.220994065","593782.805999853","624629.712028737","669017.443321605","692585.526550592","712529.299671747","755356.564112631","735896.032339188","763309.911293708","791901.691033273","830560.998850151","856867.449716167","882932.279908327","939310.437141274","1025206.5866969","1079480.63056169","1129435.70488131","1172756.27819798","1232768.81306684","1252783.05888453","1261561.94336795","1323819.53699805","1350387.74359407","1398812.55364594","1385493.21399966","1398550.79791593","1436132.88022854","1470946.39231988","","",
"Montenegro","MNE","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2010","2180","2100","2690","1750","2580","2540","2330","2270","2220","2360","2110","2230","2520","","",
"Mongolia","MNG","CO2 emissions (kt)","EN.ATM.CO2E.KT","1294.451","1393.46","1972.846","1602.479","2046.186","1958.178","1954.511","2152.529","2482.559","2684.244","2849.259","3036.276","3281.965","3479.983","3751.341","4066.703","4404.067","4972.452","5782.859","6299.906","6879.292","6644.604","6761.948","6996.636","6450.253","9028.154","9673.546","10586.629","11595.054","10568.294","12970","14760","12860","11850","10320","10280","8690","8520","8550","8610","9000","8970","9600","9310","9560","11060","12420","13020","12970","13640","14310","15730","17140","18380","18120","17300","18170","19470","21320","","",
"Northern Mariana Islands","MNP","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","CO2 emissions (kt)","EN.ATM.CO2E.KT","1884.838","2632.906","1987.514","1661.151","2141.528","2005.849","2126.86","1873.837","2779.586","3241.628","2984.938","3615.662","3300.3","3564.324","3149.953","2885.929","2559.566","2713.58","2874.928","2643.907","3208.625","2489.893","2541.231","1976.513","1536.473","1147.771","982.756","982.756","1012.092","1041.428","1120","940","1100","1290","1100","1170","1160","1290","1240","1230","1430","1410","1570","1910","1910","1710","1860","2230","2240","2510","2720","3200","3070","3460","4470","5640","5790","6020","6640","","",
"Mauritania","MRT","CO2 emissions (kt)","EN.ATM.CO2E.KT","36.67","47.671","62.339","88.008","117.344","161.348","179.683","198.018","234.688","275.025","429.039","399.703","447.374","469.376","484.044","509.713","517.047","557.384","583.053","605.055","630.724","663.727","883.747","938.752","872.746","656.393","374.034","3285.632","3230.627","2849.259","840","860","890","910","950","1000","1060","1050","990","1110","1120","1180","1270","1300","1410","1450","1460","1720","1800","1990","2070","2190","2400","2200","2520","2950","2810","3800","4000","","",
"Mauritius","MUS","CO2 emissions (kt)","EN.ATM.CO2E.KT","179.683","187.017","253.023","209.019","308.028","304.361","275.025","498.712","638.058","572.052","498.712","396.036","689.396","678.395","693.063","590.387","619.723","641.725","630.724","660.06","590.387","542.716","502.379","597.721","627.057","707.731","799.406","931.418","854.411","1052.429","1160","1250","1320","1470","1510","1550","1610","1620","1790","2200","2430","2570","2610","2750","2770","2960","3300","3400","3470","3420","3660","3640","3730","3820","3950","3960","4040","4180","4130","","",
"Malawi","MWI","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","330.03","348.365","429.039","366.7","388.702","381.368","454.708","502.379","546.383","572.052","550.05","579.386","583.053","638.058","671.061","638.058","711.398","605.055","594.054","575.719","557.384","557.384","553.717","546.383","542.716","564.718","720","790","790","880","910","910","910","950","920","960","880","880","860","880","910","910","930","980","1100","1120","1040","1140","1120","1210","1100","1200","1360","1500","1570","","",
"Malaysia","MYS","CO2 emissions (kt)","EN.ATM.CO2E.KT","3567.991","4000.697","4074.037","4968.785","6424.584","6486.923","7693.366","8478.104","8511.107","9526.866","14601.994","16677.516","17913.295","17513.592","19050.065","19446.101","23894.172","22610.722","23237.779","27278.813","27997.545","30824.802","30571.779","37971.785","34697.154","36237.294","39984.968","40762.372","42724.217","49882.201","56190","63330","68870","71190","77000","83880","95710","102500","103040","111820","121650","126770","136330","143810","157470","166410","172680","188340","201130","181020","199110","201670","203280","219820","231680","232550","228640","222890","239620","","",
"North America","NAC","CO2 emissions (kt)","EN.ATM.CO2E.KT","3084636.08161586","3075748.38463442","3195470.02795975","3331448.4905264","3495003.38970325","3644304.22760486","3822498.33381965","3978962.8829077","4136307.76516768","4333594.09704833","4671961.15583786","4710963.5834085","4947765.87054341","5153723.48416741","4990337.31551519","4805313.29110831","5014330.06250471","5152380.97608025","5308709.80713763","5345863.53504726","5168366.35926024","4967621.05162494","4723313.92419947","4752383.25914702","4902641.45937309","4916499.37072096","4902348.01498245","5121767.39002696","5350764.05637091","5420695.52271478","5266383.37670672","5223274.76771065","5308491.55383934","5425372.00844622","5514430.45293056","5578808.24334357","5748751.60398786","6029122.63371977","6080084.63284392","6108076.71638326","6294127.03002909","6258891.81979837","6122272.84452562","6207669.70838972","6279990.92779854","6308773.35251","6200326.538512","6314305.74071488","6116180.2144772","5682803.13554922","5930460.04334631","5722290.1811996","5499724.10453784","5648288.23626019","5666856.25164582","5543983.21017687","5441468.95712913","5378301.68927089","5558099.30377015","","",
"Namibia","NAM","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1120","1220","1420","1640","1770","1920","1970","2020","1980","1940","2460","2130","2270","2380","2530","2540","2620","2960","3030","3130","3320","3540","3820","4000","4270","4360","4330","4250","","",
"New Caledonia","NCL","CO2 emissions (kt)","EN.ATM.CO2E.KT","861.745","887.414","564.718","619.723","1100.1","1232.112","1510.804","1474.134","1840.834","1558.475","2394.551","2420.22","1705.155","2599.903","2783.253","2530.23","2390.884","2141.528","1543.807","1642.816","2002.182","1393.46","1265.115","1155.105","1206.443","1455.799","1404.461","1459.466","1507.137","1646.483","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","CO2 emissions (kt)","EN.ATM.CO2E.KT","29.336","55.005","66.006","88.008","95.342","91.675","135.679","132.012","161.348","190.684","216.353","231.021","253.023","330.03","289.693","333.697","333.697","366.7","418.038","480.377","572.052","685.729","748.068","964.421","993.757","997.424","902.082","1001.091","990.09","1041.428","600","570","530","600","580","560","640","650","700","680","670","660","700","760","790","760","750","820","860","1080","1370","1410","1890","1790","1980","1970","1970","2070","2290","","",
"Nigeria","NGA","CO2 emissions (kt)","EN.ATM.CO2E.KT","3406.643","4114.374","4180.38","5350.153","7275.328","11763.736","12907.84","12838.167","6633.603","12112.101","21539.958","32280.601","41426.099","49577.84","62291.329","47395.975","55247.022","50567.93","48294.39","70289.056","68154.862","65958.329","65602.63","59929.781","69625.329","69893.02","73505.015","59343.061","70747.431","42441.858","67850","75570","86400","84410","80530","81540","87180","83540","76640","74660","76070","85150","86110","88680","88630","98440","92200","90130","91530","74240","90730","102090","100680","110720","116200","108150","108420","112920","130670","","",
"Nicaragua","NIC","CO2 emissions (kt)","EN.ATM.CO2E.KT","531.715","561.051","660.06","843.41","949.753","781.071","960.754","1081.765","1232.112","1287.117","1404.461","1507.137","1606.146","1829.833","1950.844","1928.842","2225.869","2838.258","2632.906","1712.489","2027.851","2141.528","2115.859","2002.182","1851.835","1991.181","2262.539","2438.555","2247.871","1477.801","1930","1920","2240","2200","2530","2650","2820","3020","3520","3540","3770","3930","4060","4530","4500","4300","4510","4670","4460","4390","4510","4770","4690","4490","4760","5270","5380","5400","5210","","",
"Netherlands","NLD","CO2 emissions (kt)","EN.ATM.CO2E.KT","73505.015","75888.565","83358.244","91227.626","96867.472","100497.802","103655.089","106783.04","113552.322","115910.203","141934.902","140875.139","157794.677","165645.724","160445.918","153020.243","169683.091","164277.933","170548.503","187812.739","177508.469","164956.328","134322.21","138256.901","145055.519","147948.782","145095.856","152569.202","146914.688","163100.826","148350","154470","153260","158270","157420","164340","173920","166480","166920","161640","162300","167400","167500","170460","172160","167970","163710","164630","165390","160540","171160","158870","157520","157120","149890","158110","158270","155910","151170","","",
"Norway","NOR","CO2 emissions (kt)","EN.ATM.CO2E.KT","13102.191","13351.547","14077.613","14983.362","16189.805","16409.825","19563.445","19328.757","21140.255","22222.02","28012.213","27198.139","29427.675","30524.108","27696.851","29673.364","29317.665","31070.491","34792.496","34242.446","38052.459","40329.666","41052.065","37498.742","40458.011","40714.701","47076.946","40707.367","42482.195","49379.822","29200","27260","30450","32030","33670","33100","34050","35810","37530","39370","34080","34780","34470","37120","37460","36370","37360","38000","37070","37450","41860","40160","39110","38210","38280","38640","37950","36900","37350","","",
"Nepal","NPL","CO2 emissions (kt)","EN.ATM.CO2E.KT","80.674","80.674","88.008","99.009","150.347","179.683","190.684","212.686","253.023","399.703","227.354","198.018","267.691","421.705","425.372","352.032","282.359","337.364","330.03","513.38","542.716","454.708","443.707","495.045","704.064","678.395","704.064","872.746","993.757","913.083","940","1180","1230","1410","1740","1890","1960","2190","2320","3120","3220","3470","2790","3020","2810","3190","2620","2690","2990","3880","4640","5200","6000","6090","7130","6460","9340","11030","12030","","",
"Nauru","NRU","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","29.336","33.003","33.003","47.671","47.671","66.006","66.006","88.008","77.007","84.341","99.009","102.676","102.676","113.677","113.677","113.677","124.678","124.678","124.678","124.678","124.678","124.678","161.348","157.681","157.681","157.681","130","130","120","110","110","110","100","100","100","90","90","80","80","70","70","70","50","40","40","40","40","40","40","50","50","50","60","70","70","","",
"New Zealand","NZL","CO2 emissions (kt)","EN.ATM.CO2E.KT","11543.716","11767.403","11210.019","12229.445","13105.858","13699.912","14015.274","13641.24","13487.226","14271.964","14194.957","15060.369","16197.139","18202.988","18756.705","18261.66","19237.082","20300.512","18008.637","16475.831","17458.587","16527.169","18239.658","17964.633","19295.754","21803.982","22893.081","24110.525","25397.642","25404.976","22310","22610","24390","23910","24280","24380","25500","27820","27340","28710","29500","31720","31580","33440","32870","34260","34310","33390","34370","31320","31130","30350","32010","31750","31790","32190","31180","32920","32210","","",
"OECD members","OED","CO2 emissions (kt)","EN.ATM.CO2E.KT","5814252.62533666","5935865.40508993","6200226.12541728","6544791.54250776","6872941.42086974","7166296.46293215","7489475.06103081","7813581.90648153","8228863.26962502","8729584.64459734","9470660.20060044","9648471.13782026","10118139.5447078","10626501.4267737","10397261.4607051","10083212.691007","10606921.5959605","10824907.0785782","11114619.2654767","11409834.927787","11156237.7512","10742647.8610091","10389282.659021","10328381.3816373","10591859.2355942","10704890.8842705","10706017.1577243","11046188.8706817","11405387.5915846","11745150.875707","11335120","11381640","11414640","11514160","11709340","11864240","12243580","12507080","12510280","12561260","12882420","12900160","12796390","13022110","13151290","13190770","13124420","13294680","12976000","12207250","12688450","12449720","12262310","12321670","12094430","12032840","11961830","11924640","11998460","","",
"Oman","OMN","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","11.001","25.669","29.336","135.679","161.348","234.688","234.688","2093.857","2090.19","2112.192","2335.879","7256.993","8327.757","8507.44","7796.042","7722.702","6046.883","6017.547","5735.188","7532.018","8060.066","8661.454","9875.231","9464.527","10586.629","10065.915","11890","16100","14900","14080","13810","15600","15820","17240","17280","20430","22540","25280","26940","27670","27520","27870","37520","41030","40080","42730","46470","52380","58650","60990","64470","68300","69540","69900","73370","","",
"Other small states","OSS","CO2 emissions (kt)","EN.ATM.CO2E.KT","7440.48399609326","9275.12388554091","9465.52232307401","20168.6344901132","21826.702824206","21813.1247820137","21758.8126132442","24902.1293807738","29009.4871439603","28038.6571272071","47176.9075973274","51534.8320113539","61118.2881946848","73964.5913620062","65886.4778074762","65126.8231323231","66340.9140863625","70254.4921896067","81140.6149897919","84701.4962795721","80876.0923796939","70898.8421372811","73835.7213724713","67141.2645476845","72099.3678292642","75809.4670016638","77640.777379265","77932.4305134756","85372.9767513592","94400.6586498306","85989.7781562103","84153.8082245277","80081.6847384047","78639.0480259842","79805.4351551752","79672.4260965832","83550.1517278411","86640.0544735928","89034.217528248","91254.4456601292","91193.056863856","94999.1622327951","100841.329344796","108174.872793551","113843.558885556","128459.576538995","136421.697733148","145761.105042956","153260.779804115","151129.504939013","161514.44331472","166159.014011309","174865.070771582","180585.332084048","187039.475779308","185983.891530083","187944.262278644","192096.226992261","197072.552738607","","",
"Pakistan","PAK","CO2 emissions (kt)","EN.ATM.CO2E.KT","14154.62","14656.999","16105.464","18514.683","19035.397","19974.149","20326.181","21572.961","24737.582","23993.181","24337.879","23076.431","18929.054","20036.488","21418.947","23219.444","22838.076","24389.217","26138.376","28250.568","32067.915","34400.127","37385.065","40303.997","42856.229","47175.955","49453.162","53534.533","58213.625","60956.541","61050","60310","66920","73740","76250","82730","85820","89320","90170","98750","98370","99810","102300","105660","118650","121670","132480","146260","142160","145140","140620","141640","143750","145100","153670","163590","180570","197700","208370","","",
"Panama","PAN","CO2 emissions (kt)","EN.ATM.CO2E.KT","997.424","1103.767","1191.775","1184.441","1243.113","1529.139","1657.484","1697.821","2020.517","2053.52","2203.867","2603.57","2801.588","3241.628","3021.608","3663.333","3611.995","3461.648","2841.925","3193.957","3124.284","3340.637","3292.966","3494.651","2882.262","2629.239","2753.917","3201.291","2929.933","2522.896","2690","3130","3640","3800","4040","4360","4410","4640","5720","5010","5280","6220","5410","5530","5610","7120","7490","7480","7300","8700","9190","9990","10460","10610","11280","10700","10770","10250","10140","","",
"Peru","PER","CO2 emissions (kt)","EN.ATM.CO2E.KT","8173.743","8643.119","9970.573","10234.597","12266.115","11965.421","13256.205","13655.908","14502.985","15302.391","17784.95","18613.692","18173.652","19757.796","21360.275","21965.33","22442.04","23340.455","22460.375","22273.358","24121.526","24103.191","23670.485","20450.859","20692.881","19512.107","21847.986","25782.677","25107.949","21840.652","20630","19750","20690","21540","22360","25400","27740","27950","26640","28840","28430","26360","27550","26940","31300","31350","31080","34110","38560","41680","45570","48580","48370","49520","52810","53820","56530","53990","54280","","",
"Philippines","PHL","CO2 emissions (kt)","EN.ATM.CO2E.KT","8335.091","8723.793","10348.274","11485.044","12838.167","13982.271","16123.799","18232.324","22251.356","22860.078","24781.586","27586.841","26442.737","31543.534","30531.442","32526.29","35129.86","36754.341","37476.74","38136.8","37000.03","34664.151","34997.848","35415.886","30993.484","28048.883","29207.655","32683.971","37729.763","39141.558","40840","40360","43730","47460","51500","61800","67490","75330","74930","72430","73190","71670","72940","74770","76320","78100","70810","74560","76730","77520","83570","84470","88060","97800","104410","113670","124920","136590","142240","","",
"Palau","PLW","CO2 emissions (kt)","EN.ATM.CO2E.KT","14.668","51.338","51.338","55.005","58.672","66.006","66.006","73.34","77.007","132.012","135.679","165.015","172.349","176.016","194.351","194.351","113.677","183.35","110.01","124.678","157.681","157.681","157.681","157.681","157.681","161.348","161.348","161.348","183.35","227.354","0","0","200","200","200","200","200","200","200","200","210","220","220","220","230","260","250","240","210","200","210","220","210","220","220","220","260","270","290","","",
